
id,url   ,Timestamp   1,http://stackoverflow.com/questions/17535514/lucene-highlighter,2017/04/19 00:40:25
id,url   ,Timestamp   2,http://stackoverflow.com,2017/04/19 00:40:32
id,url   ,Timestamp   3,http://stackoverflow.com/questions,2017/04/19 00:40:33
id,url   ,Timestamp   4,http://stackoverflow.com/jobs,2017/04/19 00:40:34
id,url   ,Timestamp   5,http://stackoverflow.com/documentation,2017/04/19 00:40:34
id,url   ,Timestamp   6,http://chat.stackoverflow.com,2017/04/19 00:40:35
id,url   ,Timestamp   7,http://stackoverflow.com/tags,2017/04/19 00:40:35
id,url   ,Timestamp   8,http://stackoverflow.com/users,2017/04/19 00:40:36
id,url   ,Timestamp   9,https://meta.stackoverflow.com,2017/04/19 00:40:36
id,url   ,Timestamp   10,https://stackexchange.com/sites,2017/04/19 00:40:36
id,url   ,Timestamp   11,https://stackoverflow.blog,2017/04/19 00:40:36
id,url   ,Timestamp   12,http://stackoverflow.com/help,2017/04/19 00:40:37
id,url   ,Timestamp   13,https://www.stackoverflowbusiness.com,2017/04/19 00:40:37
id,url   ,Timestamp   14,https://stackexchange.com,2017/04/19 00:40:37
id,url   ,Timestamp   15,https://www.stackoverflowbusiness.com/advertise,2017/04/19 00:40:38
id,url   ,Timestamp   16,http://stackexchange.com/legal/privacy-policy,2017/04/19 00:40:38
id,url   ,Timestamp   17,https://www.stackoverflowbusiness.com/talent,2017/04/19 00:40:38
id,url   ,Timestamp   18,http://stackexchange.com/legal/terms-of-service,2017/04/19 00:40:39
id,url   ,Timestamp   19,http://stackoverflow.com/tour,2017/04/19 00:40:39
id,url   ,Timestamp   20,https://stackexchange.com/questions,2017/04/19 00:40:40
id,url   ,Timestamp   21,http://stackoverflow.com/company/about,2017/04/19 00:40:40
id,url   ,Timestamp   22,http://lucene.apache.org/core/4_0_0/highlighter/org/apache/lucene/search/highlight/package-summary.html,2017/04/19 00:40:40
id,url   ,Timestamp   23,https://stackexchange.com/legal,2017/04/19 00:40:41
id,url   ,Timestamp   24,http://stackoverflow.com/questions/tagged/java,2017/04/19 00:40:41
id,url   ,Timestamp   25,https://stackexchange.com/legal/privacy-policy,2017/04/19 00:40:41
id,url   ,Timestamp   26,http://stackoverflow.com/questions/tagged/lucene,2017/04/19 00:40:41
id,url   ,Timestamp   27,http://vnarcher.blogspot.de/2012/04/highlighting-text-with-lucene.html,2017/04/19 00:40:42
id,url   ,Timestamp   28,http://stackexchange.com/sites,2017/04/19 00:40:42
id,url   ,Timestamp   29,http://stackoverflow.com/questions/tagged/highlighter,2017/04/19 00:40:42
id,url   ,Timestamp   30,http://stackoverflow.com/users/2528875/abitnew,2017/04/19 00:40:44
id,url   ,Timestamp   31,http://stackoverflow.com/users/1628375/femtorgon,2017/04/19 00:40:45
id,url   ,Timestamp   32,http://stackoverflow.com/users/2564423/user1234,2017/04/19 00:40:46
id,url   ,Timestamp   33,http://stackoverflow.com/users/614231/stuckless,2017/04/19 00:40:48
id,url   ,Timestamp   34,http://stackoverflow.com/users/4214921/potame,2017/04/19 00:40:49
id,url   ,Timestamp   35,http://stackoverflow.com/users/595305/mike-rodent,2017/04/19 00:40:49
id,url   ,Timestamp   36,http://stackoverflow.com/questions/2997009/problems-using-lucene-highlighter,2017/04/19 00:40:50
id,url   ,Timestamp   37,http://stackoverflow.com/questions/3035805/using-lucene-highlighter-along-with-multifieldqueryparser,2017/04/19 00:40:51
id,url   ,Timestamp   38,http://stackoverflow.com/questions/4566532/solr-worddelimiterfilter-lucene-highlighter,2017/04/19 00:40:53
id,url   ,Timestamp   39,http://stackoverflow.com/questions/4620210/getting-the-number-of-hits-in-a-documentdoc-in-lucene,2017/04/19 00:40:53
id,url   ,Timestamp   40,http://stackoverflow.com/questions/5087258/lucene-fast-vector-highlightor-fragments,2017/04/19 00:40:54
id,url   ,Timestamp   41,https://rpg.stackexchange.com/questions/98357/can-you-pick-up-an-object-in-another-creatures-space-for-free,2017/04/19 00:40:55
id,url   ,Timestamp   42,https://codegolf.stackexchange.com/questions/116890/plus-or-minus-polyglots,2017/04/19 00:40:55
id,url   ,Timestamp   43,https://tex.stackexchange.com/questions/365328/practical-consequences-of-using-over-vs-frac,2017/04/19 00:40:55
