
FromPaperId,CitedPaperId,TimeStamp
RId=2114303224,1985229168,2017-06-17 16:17:40
RId=2114303224,2110086534,2017-06-17 16:17:40
RId=2114303224,2096125134,2017-06-17 16:17:40
RId=2114303224,2157355837,2017-06-17 16:17:40
RId=2114303224,2125775320,2017-06-17 16:17:40
RId=2114303224,2339536459,2017-06-17 16:17:40
RId=2114303224,1993892970,2017-06-17 16:17:40
RId=2114303224,2013409485,2017-06-17 16:17:40
RId=2114303224,2013344760,2017-06-17 16:17:40
RId=2114303224,2109574129,2017-06-17 16:17:40
RId=2114303224,2044490410,2017-06-17 16:17:40
RId=2114303224,2157954477,2017-06-17 16:17:40
RId=2114303224,1845494277,2017-06-17 16:17:40
RId=2114303224,2091765165,2017-06-17 16:17:40
RId=2114303224,2044936152,2017-06-17 16:17:40
RId=2114303224,2126399065,2017-06-17 16:17:40
RId=2114303224,2110104287,2017-06-17 16:17:40
RId=2114303224,2155072926,2017-06-17 16:17:40
RId=2114303224,2010279913,2017-06-17 16:17:40
RId=2114303224,2036260704,2017-06-17 16:17:40
RId=2114303224,2163291889,2017-06-17 16:17:40
RId=2114303224,2104993419,2017-06-17 16:17:40
RId=2114303224,2139072600,2017-06-17 16:17:40
RId=2114303224,2151930506,2017-06-17 16:17:40
RId=2114303224,2043099794,2017-06-17 16:17:40
RId=2114303224,2158865579,2017-06-17 16:17:40
RId=2114303224,2110173188,2017-06-17 16:17:40
RId=2114303224,2038412523,2017-06-17 16:17:40
RId=2114303224,2035543557,2017-06-17 16:17:40
RId=2114303224,2115583184,2017-06-17 16:17:40
RId=2114303224,2132497824,2017-06-17 16:17:40
RId=2114303224,2140509629,2017-06-17 16:17:40
RId=2114303224,2060280513,2017-06-17 16:17:40
RId=2114303224,2038705219,2017-06-17 16:17:40
RId=2114303224,2139058102,2017-06-17 16:17:40
RId=2114303224,2052312648,2017-06-17 16:17:40
RId=2114303224,2172220707,2017-06-17 16:17:40
RId=2114303224,2150478767,2017-06-17 16:17:40
RId=2114303224,2112564224,2017-06-17 16:17:40
RId=2114303224,2159023601,2017-06-17 16:17:40
RId=2114303224,2015911750,2017-06-17 16:17:40
